District code,District name,State,Population,Latitude,Longitude,Households_with_Internet,sex_ratio,literacy_rate
40,Fatehgarh Sahib,Punjab,600163,30.64290947368421,76.36208394736842,5138,87.0,71.0
43,Firozpur,Punjab,2029074,30.63407535211269,74.40245732394365,10042,89.0,60.0
35,Gurdaspur,Punjab,2298323,32.04283371212125,75.3204064393939,14428,90.0,71.0
38,Hoshiarpur,Punjab,1586625,31.551571698113197,75.8469857442349,13747,96.0,76.0
37,Jalandhar,Punjab,2193590,31.25033690721651,75.54400350515463,39082,92.0,74.0
36,Kapurthala,Punjab,815168,31.33659263803684,75.47641165644177,9732,91.0,71.0
41,Ludhiana,Punjab,3498739,30.76596397379912,75.83110851528383,58589,87.0,73.0
47,Mansa,Punjab,769751,29.919547714285727,75.4304922857143,2673,88.0,55.0
42,Moga,Punjab,995746,30.756540067340065,75.16008451178449,7897,89.0,63.0
48,Patiala,Punjab,1895686,30.214540380693364,76.27505893949697,24274,89.0,67.0
51,Rupnagar,Punjab,684627,30.91093733075435,76.53743500967127,6600,92.0,73.0
53,Sangrur,Punjab,1655169,30.18504520433689,75.89437014178496,10736,89.0,61.0
119,Ajmer,Rajasthan,2583052,26.199300378787907,74.6990419191919,13499,95.0,59.0
104,Alwar,Rajasthan,3674179,27.55271738035265,76.65359630562563,9750,89.0,59.0
125,Banswara,Rajasthan,1797485,23.45364203296701,74.44246868131869,2324,98.0,46.0
128,Baran,Rajasthan,1222755,24.98023243243244,76.86210651828291,1363,93.0,57.0
115,Barmer,Rajasthan,2603751,25.77070908045978,71.50297126436782,2766,90.0,46.0
105,Bharatpur,Rajasthan,2548462,27.32411858037578,77.21752077244258,4179,88.0,58.0
122,Bhilwara,Rajasthan,2408523,25.45119767759564,74.63947595628417,6207,97.0,52.0
101,Bikaner,Rajasthan,2363937,28.124890683229808,73.2694332298137,7607,91.0,54.0
121,Bundi,Rajasthan,1110906,25.48580716049379,75.79984074074079,1392,92.0,53.0
102,Churu,Rajasthan,2039547,28.29330375536484,74.65846427038629,2577,94.0,56.0
109,Dausa,Rajasthan,1634409,26.912348176291808,76.57342097264443,1719,91.0,57.0
124,Dungarpur,Rajasthan,1388552,23.75104807692308,73.84765641025645,1477,99.0,49.0
100,Hanumangarh,Rajasthan,1774692,29.181335179153105,74.74632573289902,3360,91.0,58.0
110,Jaipur,Rajasthan,6626178,27.03345929018789,75.77117286012533,76565,91.0,65.0
114,Jaisalmer,Rajasthan,669919,26.86900838548185,71.18371877346682,754,85.0,46.0
129,Jhalawar,Rajasthan,1411129,24.24725541474657,76.11242891705066,1750,95.0,52.0
113,Jodhpur,Rajasthan,3687165,26.678460838536967,73.00450847457628,19335,92.0,55.0
107,Karauli,Rajasthan,1458248,26.51901555555556,76.96081818181815,1059,86.0,55.0
127,Kota,Rajasthan,1951014,25.17571808000001,76.18618928000002,12843,91.0,67.0
112,Nagaur,Rajasthan,3307743,27.078620160481464,74.14215667001012,4449,95.0,53.0
118,Pali,Rajasthan,2037573,25.80490393541874,73.55285640766905,4043,99.0,53.0
123,Rajsamand,Rajasthan,1156597,25.248947674418588,73.96570215946844,1989,99.0,54.0
108,Sawai Madhopur,Rajasthan,1335551,26.251081180223288,76.4219283891548,1887,90.0,56.0
111,Sikar,Rajasthan,2677333,27.646440586419764,75.29317422839503,5647,95.0,62.0
117,Sirohi,Rajasthan,1036346,24.7976905263158,72.75309131578945,2146,94.0,46.0
120,Tonk,Rajasthan,1421326,26.15393507170793,75.79192216427637,1908,95.0,53.0
130,Udaipur,Rajasthan,3068420,24.440767521367487,73.84029839743584,14211,96.0,52.0
616,Ariyalur,Tamil Nadu,754894,11.190514836795256,79.22249643916912,1749,101.0,64.0
603,Chennai,Tamil Nadu,4646732,13.058098905608746,80.28139151846807,217368,99.0,81.0
632,Coimbatore,Tamil Nadu,3458045,10.871376995940452,77.0761901217862,63273,100.0,76.0
617,Cuddalore,Tamil Nadu,2605914,11.57587300613498,79.63002365371497,15396,99.0,70.0
630,Dharmapuri,Tamil Nadu,1506843,12.300141200000004,78.11509813333339,3651,95.0,61.0
612,Dindigul,Tamil Nadu,2159775,10.377801390820574,77.78011279554937,9155,100.0,69.0
610,Erode,Tamil Nadu,2251744,11.267012155963302,77.42034334862393,18604,99.0,66.0
613,Karur,Tamil Nadu,1064493,10.79532776617955,78.08749686847605,4915,102.0,68.0
623,Madurai,Tamil Nadu,3038252,9.904313833333331,78.0136603333333,34097,99.0,75.0
618,Nagapattinam,Tamil Nadu,1616450,10.789468161718288,79.79437299431483,5585,103.0,75.0
609,Namakkal,Tamil Nadu,1726601,11.33766638477801,78.14624841437633,8960,99.0,68.0
615,Perambalur,Tamil Nadu,565223,11.260137758112096,78.86034011799416,1507,100.0,66.0
621,Pudukkottai,Tamil Nadu,1618345,10.130514816433578,79.05444484265728,4494,101.0,69.0
626,Ramanathapuram,Tamil Nadu,1353445,9.31286995153476,78.99185362412462,5172,98.0,72.0
608,Salem,Tamil Nadu,3482056,11.629324202127654,78.2478257978723,20660,95.0,66.0
622,Sivaganga,Tamil Nadu,1339101,9.960306580645158,78.56535729032254,5773,100.0,72.0
620,Thanjavur,Tamil Nadu,2405890,10.387692255892237,79.3194869107745,13495,103.0,74.0
624,Theni,Tamil Nadu,1245899,9.924066666666668,77.43458833333331,4667,99.0,70.0
606,Tiruvannamalai,Tamil Nadu,2464875,12.419318947368414,79.23265631578953,6445,99.0,66.0
605,Vellore,Tamil Nadu,3936331,12.78488263229308,79.02643283582084,20623,101.0,70.0
625,Virudhunagar,Tamil Nadu,1942288,9.468872195892564,77.87641469194315,10219,101.0,72.0
291,Dhalai,Tripura,378230,23.781360477941163,91.94654283088232,273,94.0,73.0
292,North Tripura,Tripura,693947,24.121739755351683,92.17842538226292,997,97.0,75.0
290,South Tripura,Tripura,876001,23.211874098057383,91.6065807585568,948,96.0,74.0
289,West Tripura,Tripura,1725739,23.780166241299334,91.41310788863107,6394,96.0,79.0
146,Agra,Uttar Pradesh,4418797,26.995129749103928,78.05278291517321,27183,87.0,61.0
143,Aligarh,Uttar Pradesh,3673889,27.937485768500927,78.00146831119557,13634,88.0,57.0
175,Allahabad,Uttar Pradesh,5954391,25.392038662316445,82.05172446982063,24122,90.0,62.0
178,Ambedkar Nagar,Uttar Pradesh,2397888,26.39119025974028,82.68282142857147,2509,98.0,62.0
162,Auraiya,Uttar Pradesh,1379545,26.668923940149607,79.42637057356606,2404,86.0,67.0
191,Azamgarh,Uttar Pradesh,4613913,26.00829095477384,83.01220251256285,6652,102.0,60.0
139,Baghpat,Uttar Pradesh,1303048,29.04579349999999,77.30266300000002,2989,86.0,61.0
180,Bahraich,Uttar Pradesh,3487731,27.69177630057803,81.46779783237004,2681,89.0,40.0
193,Ballia,Uttar Pradesh,3239774,25.86075638297873,84.03651978723408,4672,94.0,61.0
182,Balrampur,Uttar Pradesh,2148665,27.449076537911324,82.47158326180256,1551,93.0,40.0
170,Banda,Uttar Pradesh,1799410,25.351885902503284,80.52487391304344,1655,86.0,56.0
176,Bara Banki,Uttar Pradesh,3260699,26.922777025232424,81.35762350597606,3159,91.0,52.0
150,Bareilly,Uttar Pradesh,4448359,28.51101940789474,79.43187072368416,15164,89.0,49.0
185,Basti,Uttar Pradesh,2464464,26.83388045454545,82.69790590909092,3423,96.0,57.0
134,Bijnor,Uttar Pradesh,3682713,29.313974259681096,78.45098815489754,7303,92.0,58.0
142,Bulandshahr,Uttar Pradesh,3499171,28.34875862068968,78.01082758620684,7865,90.0,58.0
196,Chandauli,Uttar Pradesh,1952756,25.1180859611231,83.25307062634984,3492,92.0,60.0
171,Chitrakoot,Uttar Pradesh,991730,25.159924623803,81.07666087551297,827,88.0,54.0
190,Deoria,Uttar Pradesh,3100946,26.42218856548857,83.82440706860709,4469,102.0,60.0
201,Etah,Uttar Pradesh,1774480,27.591155309734443,78.70021858407083,2635,87.0,59.0
161,Etawah,Uttar Pradesh,1581810,26.78817670157068,79.07621806282728,2964,87.0,67.0
177,Faizabad,Uttar Pradesh,2470996,26.60589185185181,82.00783530864202,4746,96.0,59.0
159,Farrukhabad,Uttar Pradesh,1885204,27.45063297872342,79.44062845744679,2624,87.0,58.0
172,Fatehpur,Uttar Pradesh,2632733,25.8374362030905,80.8541620309051,3385,90.0,57.0
147,Firozabad,Uttar Pradesh,2498156,27.20963993055552,78.42660624999998,5834,88.0,61.0
141,Gautam Buddha Nagar,Uttar Pradesh,1648115,28.393311038961038,77.52462467532466,53181,85.0,68.0
140,Ghaziabad,Uttar Pradesh,4681645,28.74997308584685,77.67441879350343,78116,88.0,67.0
195,Ghazipur,Uttar Pradesh,3620268,25.624724775583488,83.5360854578097,5309,95.0,61.0
183,Gonda,Uttar Pradesh,3433919,27.157215552099505,82.0226888024882,4313,92.0,49.0
188,Gorakhpur,Uttar Pradesh,4440895,26.63315886792452,83.35495603773579,14597,95.0,61.0
28,Hamirpur,Uttar Pradesh,454768,25.73815838150289,79.82619479768789,2521,110.0,79.0
168,Hamirpur,Uttar Pradesh,1104285,25.73815838150289,79.82619479768789,1196,86.0,59.0
155,Hardoi,Uttar Pradesh,4092845,27.337409090909137,80.26411767676768,3845,87.0,54.0
165,Jalaun,Uttar Pradesh,1689974,26.06795458715599,79.36686911314993,2217,87.0,64.0
194,Jaunpur,Uttar Pradesh,4494204,25.70141280913127,82.54315351934063,8002,102.0,61.0
166,Jhansi,Uttar Pradesh,1998603,25.45581535234902,78.89954580536917,8517,89.0,65.0
160,Kannauj,Uttar Pradesh,1656616,26.993988617886185,79.64437940379408,2488,88.0,61.0
163,Kanpur Dehat,Uttar Pradesh,1796184,26.43047641196011,79.98710083056478,2682,86.0,65.0
174,Kaushambi,Uttar Pradesh,1599596,25.53587532051282,81.41811282051287,1503,91.0,51.0
189,Kushinagar,Uttar Pradesh,3564544,26.892530675909864,83.92261542461006,3486,96.0,55.0
167,Lalitpur,Uttar Pradesh,1221592,24.58877161016945,78.60082330508473,1079,91.0,52.0
157,Lucknow,Uttar Pradesh,4589838,26.838233589251463,80.89706026871404,68506,92.0,68.0
169,Mahoba,Uttar Pradesh,875958,25.34529670138888,79.67863003472216,1316,88.0,56.0
148,Mainpuri,Uttar Pradesh,1868529,27.17386862302482,79.03501851015807,2642,88.0,64.0
145,Mathura,Uttar Pradesh,2547184,27.59390432801821,77.62153416856502,8726,86.0,59.0
192,Mau,Uttar Pradesh,2205968,26.01082203791469,83.50582654028433,2656,98.0,62.0
138,Meerut,Uttar Pradesh,3443689,29.029576256983237,77.80611005586594,23717,89.0,62.0
199,Mirzapur,Uttar Pradesh,2496970,25.10207959183675,82.60126628571429,4447,90.0,57.0
135,Moradabad,Uttar Pradesh,4772006,28.851770406189537,78.73580193423598,11690,91.0,47.0
133,Muzaffarnagar,Uttar Pradesh,4143512,29.470507977736567,77.64017847866424,10077,89.0,58.0
151,Pilibhit,Uttar Pradesh,2031007,28.52024175035868,79.90103974175037,2870,89.0,52.0
131,Pratapgarh,Uttar Pradesh,867848,25.86484273170732,81.93530048780492,716,98.0,46.0
173,Pratapgarh,Uttar Pradesh,3209141,25.86484273170732,81.93530048780492,5149,100.0,60.0
158,Rae Bareli,Uttar Pradesh,3405559,26.25390284005979,81.22260463378181,5184,94.0,58.0
136,Rampur,Uttar Pradesh,2335819,28.83244727272725,79.10977333333338,3847,91.0,45.0
132,Saharanpur,Uttar Pradesh,3466382,30.03381165217392,77.59905147826096,9699,89.0,60.0
186,Sant Kabir Nagar,Uttar Pradesh,1715183,26.791596516393447,83.0387764344262,2031,97.0,56.0
152,Shahjahanpur,Uttar Pradesh,3006538,27.991389350649328,79.8302275324675,3889,87.0,50.0
154,Sitapur,Uttar Pradesh,4483992,27.50199596309111,80.85288881199547,3874,89.0,51.0
200,Sonbhadra,Uttar Pradesh,1862559,24.46693268858798,83.06816324951639,5149,92.0,53.0
179,Sultanpur,Uttar Pradesh,3797117,26.284638641975302,82.05710456790123,5956,98.0,59.0
156,Unnao,Uttar Pradesh,3108367,26.63163990895297,80.636773292868,3476,91.0,57.0
197,Varanasi,Uttar Pradesh,3676841,25.360570888888887,82.82529666666672,19214,91.0,65.0
339,Bankura,West Bengal,3596674,23.081280892857155,87.12640053571438,4273,96.0,62.0
334,Birbhum,West Bengal,3502404,24.06389342723,87.65153089201887,5210,96.0,62.0
331,Dakshin Dinajpur,West Bengal,1676276,25.342094363021435,88.69821679819614,2518,96.0,65.0
328,Jalpaiguri,West Bengal,3872846,26.62642031250004,89.04154375000005,9322,95.0,65.0
342,Kolkata,West Bengal,4496694,22.550581481481487,88.35276481481479,136618,91.0,80.0
332,Maldah,West Bengal,3988845,25.080268025751053,88.17191684549357,5357,94.0,52.0
333,Murshidabad,West Bengal,7103807,24.25950655391121,88.1681686046512,7951,96.0,57.0
336,Nadia,West Bengal,5167600,23.56410971055088,88.58293034547151,12787,95.0,67.0
330,Uttar Dinajpur,West Bengal,3007134,26.044619165196977,88.23595232216337,2883,94.0,50.0
